Pclass,Sex,Age,Fare,Embarked,Familysize,Isalone,HasCabin,Title,Pclass_Fare,Age_Fare,Survived
1,0,29.552401252141333,70.08705052610318,0,1,0,1,0.5728922113737437,70.08705052610318,1973.8912185117624,1
1,0,33.73161608601518,27.86121410587615,2,1,1,0,0.36397046815501377,30.77297785111626,883.6810664466512,1
1,0,24.974885917205597,67.58698617405302,0,1,0,1,3.4429223330253738,67.58698617405302,1677.6561654579914,1
3,0,32.0,7.924507789158391,2,1,1,0,0.0,23.773523367475175,253.58424925306852,1
1,1,23.128967630930788,44.742064738138424,2,1,0,0,1.4892526974224343,61.59672572319809,962.8710323690692,1
3,1,29.0,15.35190587700042,0,2,0,0,1.582588996851221,46.05571763100126,445.2052704330122,1
2,0,43.77686248376584,12.444730473823174,2,1,1,0,0.22210781047073025,24.88946094764635,541.3357359801147,1
1,1,24.558249775337877,108.20769159596857,0,2,0,1,1.0,108.20769159596857,2599.4126407562662,1
1,1,20.72661239965079,48.87061276766724,0,1,0,0,1.0,48.87061276766724,928.4547886718503,1
2,1,28.0,13.0,2,1,1,0,3.8287291117375575,26.0,364.0,1
1,0,10.14085570839435,59.858975307316065,1,2,0,1,2.676797067979245,64.31649318486672,324.12874090272663,1
2,1,17.518790621743367,10.158480133706341,2,1,1,0,1.0,25.42274192942437,177.7999439350195,1
3,1,29.0,7.745040416613549,1,1,1,0,1.0,23.23512124984065,224.60617208179292,1
3,0,16.363629602379294,8.00454629970259,2,3,0,0,0.363629602379294,24.013638899107765,130.9545053940973,1
2,0,19.197525420953276,25.796478271624927,1,1,1,0,0.9717820827209607,52.12310066412981,493.84409600703333,1
3,0,23.92489458988422,7.164543310486714,1,1,1,0,0.03755270505788877,21.49362993146014,171.36697252328386,1
3,0,11.266040662428278,17.711332844151556,2,2,0,0,2.748217704174636,53.13399853245466,180.5894757910684,1
1,0,63.40920069444872,41.33915774840196,2,2,0,1,1.005502988215229,41.33915774840196,2435.2164350083535,1
1,1,42.90263492945031,208.6724766000079,0,1,0,0,1.3008783098167696,208.6724766000079,8913.058459323538,1
3,0,29.0,56.4958,2,1,1,0,0.0,169.4874,1638.3782,1
1,1,38.852452210581866,80.03177990511942,2,2,0,1,2.0,80.03177990511942,3107.960115252026,1
1,0,59.884376978663404,43.74823590144939,2,2,0,1,1.2191286679597937,43.74823590144939,2442.6983967280235,1
1,0,54.98392586062683,28.535582141754002,2,1,1,1,2.5080370696865844,28.535582141754002,1563.0735029708505,1
3,1,24.0,15.89375693856249,2,2,0,0,2.0,47.68127081568747,381.45016652549975,1
2,0,32.606767678816944,13.625784229382582,1,1,0,0,1.5572929284732229,31.499756723223694,442.03572247671514,1
3,0,26.091734114033347,7.9131479524668915,2,1,1,0,0.9082658859666537,23.739443857400673,206.45698757032034,1
2,1,19.15605701600275,11.023785295532088,0,1,1,0,1.0,23.94609857459993,204.4911018758673,1
1,0,44.14489487209122,27.551157083755598,0,1,1,0,1.7102102558175538,27.551157083755598,1216.0978705392683,1
2,0,36.16875583555899,10.237664292311486,2,1,1,0,0.978905520555126,24.521415459423284,351.3919901815266,1
1,0,29.0,29.71147963671152,0,1,1,1,0.0,29.71147963671152,861.632909464634,1
1,0,29.0,29.8936442172092,0,1,1,1,0.0,29.8936442172092,866.9156822990668,1
1,0,30.655728905188244,30.83606777370294,0,1,1,0,1.9835933577823646,30.83606777370294,945.0817648193296,1
3,1,17.04647846131487,9.800944173682664,1,2,0,0,1.7616196153287176,29.40283252104799,165.69779204485133,1
3,0,20.7623624560076,7.71535032459791,2,1,0,0,0.7623624560076003,23.14605097379373,160.13907928041635,1
2,1,21.10789427501347,12.905435411687673,2,1,0,0,1.0,31.581985386124334,207.12354542298314,1
1,0,50.471132530877014,54.92478192668007,0,2,0,1,3.2644337345614938,54.92478192668007,2767.0470401908474,1
3,0,29.0,7.819417455664296,1,1,1,0,0.0,23.458252366992888,226.76310621426458,1
1,1,39.627638387934056,42.58622080363514,2,1,0,1,1.6335297107608948,42.58622080363514,1517.1642025050683,1
1,0,32.85690126370097,54.67887342037379,2,2,0,0,0.928450631850483,54.67887342037379,1791.603941744038,1
1,1,55.38159666842216,28.83545980450221,2,1,0,1,1.0902897700544083,28.83545980450221,1536.6597258771724,1
1,1,56.6824199647139,168.9536672791188,1,2,0,1,2.0,168.9536672791188,9473.184237790847,1
3,1,22.679219935028264,7.614156012994347,2,1,1,0,1.0,22.84246803898304,172.63954279533903,1
3,1,29.0,7.75,1,1,1,0,1.0,23.25,224.75,1
3,0,30.959224858445236,8.716601058107775,2,1,1,0,1.9184497168904722,26.149803174323324,269.8272689565708,1
2,0,5.181785886376484,16.780851772943755,2,2,0,0,2.181785886376484,40.933093012160825,81.86618602432165,1
1,0,41.28974255263087,29.942669055353214,0,1,1,1,0.6448712763154352,29.942669055353214,1233.4594575670983,1
2,1,24.08293914463928,18.696089555984468,1,5,0,0,2.0,37.649290460350706,449.99170608553607,1
3,1,29.0,7.75,1,1,1,0,1.0,23.25,224.75,1
1,0,34.77350422480206,26.34695514098946,2,1,1,0,0.0,26.34695514098946,916.1299671031259,1
1,1,38.35482720959055,79.87581047664331,2,1,0,1,1.35482720959055,79.87581047664331,3063.5427853563333,1
1,0,32.65126714199002,53.780029073119465,2,2,0,1,1.6512671419900171,53.780029073119465,1754.8631865063733,1
1,0,31.54531130948767,29.624672934555974,0,1,1,0,0.690937738102466,29.624672934555974,929.7682033035768,1
2,1,31.132646536994628,24.480618116704836,2,1,0,0,1.0,48.96123623340967,740.801030194508,1
1,1,28.683649943683672,55.632700112632655,2,2,0,0,1.9367299887367344,59.745250844744916,1592.7855496057857,1
2,0,25.624790558540067,7.459761328114626,2,1,1,0,0.13752094414599325,20.935314070810946,186.9738567237656,1
2,1,30.046398106301552,12.147334122374353,2,1,1,0,3.317867297899483,24.294668244748706,361.6125355426482,1
1,1,48.297897181391164,277.5695416020864,0,1,0,0,1.886526478759411,277.5695416020864,13006.440104728712,1
1,0,41.02101703762132,54.56079878607308,1,1,0,0,0.15061276344287444,54.56079878607308,2214.0180983946775,1
3,0,29.0,7.907816728856218,1,1,1,0,0.877339353380981,23.723450186568652,229.3266851368303,1
3,0,20.51588325543031,7.744440860599391,1,1,0,0,0.0,23.23332258179817,158.61607373247182,1
3,0,4.0,12.640307570714445,0,2,0,0,1.680031907931642,37.92092271214334,50.56123028285778,1
1,0,53.096666798792704,29.7780276907948,2,1,1,1,3.4516666006036476,29.7780276907948,1577.5739434292761,1
2,1,27.113594318803763,24.11992525510652,2,3,0,0,2.0,57.36935385213407,642.7847295160037,1
1,0,21.17384363808393,70.79032931709062,2,1,0,1,0.5296505783560065,70.79032931709062,1407.3763662557064,1
2,0,25.065181672796385,7.827529325424092,2,1,1,0,0.0,20.943138921817532,191.02769935081253,1
3,1,29.0,16.04413833931646,1,2,0,0,1.9068972321941007,48.132415017949384,465.2800118401774,1
1,0,17.0,110.67944801274884,0,2,0,1,0.2055684840933465,110.67944801274884,1881.5506162167303,1
2,0,29.0,13.085889425696628,1,1,1,0,0.0,26.171778851393256,379.4907933452022,1
1,0,41.03588396999405,47.80132289780937,1,2,0,1,1.4675941709069282,47.80132289780937,1928.4699524307111,1
2,1,12.626791462659096,18.453327609252263,0,2,0,0,1.6609702089512992,46.460450812728396,214.50319003358518,1
1,1,31.33340106686588,41.38361071004226,0,1,0,0,3.301580850774678,50.55036204362461,1185.7084350462435,1
1,0,53.80764543096191,36.62358171663202,0,1,0,1,4.0,36.62358171663202,1964.103335197485,1
2,1,34.82311792037938,31.83121668969175,2,2,0,0,2.0,63.6624333793835,1103.6624333793834,1
1,1,45.290074182362815,44.51832340593274,0,1,0,1,3.661259272795352,44.51832340593274,1911.5266993639534,1
2,0,27.44024890828475,10.279875545857625,2,1,1,0,0.7798755458576239,22.65093340606782,281.73900436686097,1
3,1,24.0,16.154273100768854,2,2,0,0,2.0,48.46281930230656,387.7025544184525,1
2,0,31.91586003500495,56.53822337035051,2,1,0,0,0.0,160.02271410161595,1804.4271698464984,1
2,1,3.3232574281892275,39.34400418704277,0,4,0,0,1.0,78.68800837408554,127.00240619337937,1
2,1,3.2028916229458417,40.545294723211434,0,4,0,0,1.0,84.27471985402917,128.0041449848469,1
3,0,29.0,15.2458,0,3,0,0,3.0,45.737399999999994,442.1282,1
1,0,22.21153218718248,54.738343881506886,2,1,0,0,0.9908029483833704,54.738343881506886,1209.8597449628464,1
3,0,27.202943085732063,8.606690651423682,2,1,1,0,0.0,25.820071954271043,234.02702337144078,1
1,0,26.355487616243607,65.16107176002909,0,1,0,1,2.6540070764322232,65.16107176002909,1698.1285163665837,1
3,0,27.010123167692438,7.792932106592732,1,1,1,0,0.0,23.378796319778196,210.48234928188594,1
2,1,33.4824241542525,27.468585910019378,2,3,0,0,2.0,54.937171820038756,919.0063630412044,1
1,0,44.51266210633414,144.5217882018255,2,1,0,0,2.3537986319002417,144.5217882018255,6383.9888185845775,1
2,0,2.0,26.0,2,3,0,0,2.3837903953853865,52.0,52.0,1
1,0,30.004891031440188,45.098297832848985,2,1,0,0,0.6519612595026005,45.098297832848985,1204.6924092074146,1
1,1,37.91550102298728,84.39326726348601,2,2,0,0,2.0,98.9707723784224,3143.271920716183,1
3,0,1.0,17.132824169460953,0,3,0,0,1.5756415573049283,51.39847250838286,17.132824169460953,1
1,1,31.1530109500384,36.533234487445604,1,3,0,0,1.7627509125032,61.3226391437996,1101.204014600051,1
2,1,29.952398188955605,11.950390648957574,2,1,1,0,2.0,23.90078129791515,355.11111915484594,1
2,0,25.197371076770363,72.59466051110397,2,1,0,0,0.25350859488197586,156.9419187616377,1648.9296840344587,1
1,0,31.40146840381114,29.440866400760104,0,1,1,0,0.6496328990472147,29.440866400760104,920.4349781439889,1
3,0,29.0,7.839241720861088,0,1,1,0,0.8492234104941779,23.517725162583265,227.33800990497156,1
3,0,29.0,15.332834802777253,0,2,0,0,2.6576128923003433,45.998504408331755,444.6522092805403,1
1,0,33.0436795533034,25.751394636690186,2,1,0,0,0.8633827933290568,34.16937687164849,813.1394064800513,1
2,1,24.37469907131237,14.359487848257862,2,2,0,0,2.187349535656185,28.718975696515724,349.49879628524945,1
2,0,34.0,13.0,2,1,1,0,0.6322841969405665,26.0,442.0,1
1,0,33.408785793909644,22.471873140633576,2,1,1,0,0.7347976323182746,37.902623419317344,744.2688227504763,1
3,0,23.26803106986275,7.301293625734258,2,1,1,0,0.0,21.903880877202777,169.52476363205824,1
2,0,0.8345882056920843,18.668807651861783,1,3,0,0,2.9460211095048914,37.76247505397699,15.567336508588362,1
2,1,28.78619544933352,12.744486478966605,1,1,1,0,2.820706825999719,25.48897295793321,366.55513521033396,1
2,1,27.431813779291545,10.303880976790262,2,1,1,0,1.1079534448228867,21.545154101011097,281.95435496305936,1
2,1,9.680247633975366,13.046438957122366,0,1,0,0,1.0,30.655505269304143,93.24940202402418,1
1,1,45.94811303541648,68.07783044687527,2,3,0,0,1.7948113035416484,119.74056517708243,3103.584904283332,1
2,0,1.3314926661700945,13.399584568495237,2,2,0,0,2.005274186210384,32.910515855460424,17.105812796456846,1
3,1,29.0,15.353351032527979,0,2,0,0,1.576903884626359,46.06005309758393,445.2471799433114,1
1,0,38.357836182558415,105.61549885367522,1,2,0,0,1.0149646123622722,105.61549885367522,3780.8687507753425,1
2,1,33.657084146423465,14.122647179838756,2,1,0,0,1.1952429877980446,28.245294359677512,464.4856262196352,1
3,1,29.0,7.81295114103052,1,1,1,0,1.0,23.438853423091558,226.57558308988507,1
3,0,29.0,15.428627665467534,0,2,0,0,2.280772362440856,46.2858829964026,447.43020229855847,1
2,1,38.17021176502018,31.262576722458405,2,6,0,0,2.0,93.14943604854955,1192.4459742851989,1
1,0,32.57224801050647,217.14184147559217,2,4,0,0,2.0635831122784967,217.14184147559217,6273.593300542809,1
1,0,28.708442717628195,34.614446602964755,1,1,1,1,0.7084427176281958,34.614446602964755,990.8120077706731,1
1,1,22.880917168705828,262.9627866152206,1,5,0,1,1.0,262.9627866152206,6016.899734289265,1
3,0,24.092142845994825,19.236609574052817,0,3,0,0,1.9078571540051747,57.70982872215845,463.4097634963954,1
2,1,4.0851356097795515,38.35190517055317,2,4,0,0,1.0,79.376004293062,156.07981463416834,1
3,0,23.668571697701,8.036133946022282,2,1,1,0,0.3701587002554444,24.108401838066847,184.18869861986556,1
3,0,29.0,15.496070928078362,0,2,0,0,1.0309132330577349,46.48821278423509,449.3860569142725,1
2,0,25.49822993811408,19.30450236733603,0,1,0,0,0.14336287482454924,56.04978972928895,488.87103994170286,1
3,0,26.428184148317314,7.8291940457382685,2,1,1,0,0.5718158516826857,23.487582137214805,206.89708317264711,1
1,1,45.433487352432294,164.48642488733782,2,2,0,0,2.0,164.48642488733782,7468.413172752843,1
1,0,49.40018025201822,88.60018388658993,0,2,0,1,0.07276004582149431,88.60018388658993,4371.522574407278,1
2,0,25.82407564373888,7.493141669477556,2,1,1,0,0.0,20.936024290839946,189.96761933515225,1
2,0,2.5888977841391716,22.29486125642078,1,2,0,0,2.4111022158608284,48.540254963071575,52.49078741330159,1
2,1,22.23607501462118,11.027991551375262,1,2,0,0,1.0,25.090245125950812,231.88073017995788,1
3,0,32.0,56.4958,2,1,1,0,0.0,169.4874,1807.8656,1
1,1,27.781545963906055,94.98558668805934,1,1,0,1,1.0,94.98558668805934,2598.2722197032385,1
3,0,3.8305072533139075,13.837601337845573,0,2,0,0,1.338985493372185,41.51280401353672,52.655470679073424,1
1,1,43.091179800666396,101.50385412655307,1,3,0,1,2.0,101.50385412655307,4209.141990660727,1
2,1,17.808464322482344,13.092843727415392,1,2,0,0,1.063845225839219,27.108519118156025,232.90269210350135,1
2,1,27.480148983374864,11.259925508312568,2,1,1,1,1.696029796674973,22.519851016625136,306.7797765249377,1
1,1,50.58920478883826,159.96359159593314,2,2,0,0,2.0,159.96359159593314,8056.094961724082,1
3,0,9.874588443936917,19.486834364098748,2,2,0,0,2.805647012458463,58.46050309229624,183.98894636558268,1
2,0,3.0,16.997229403907365,2,3,0,0,3.0,43.77307371233153,50.9916882117221,1
3,0,16.0,7.736449945671979,1,1,1,0,0.9900538501042633,23.20934983701594,123.78319913075167,1
2,1,28.0,12.699029405332784,2,1,1,0,2.280168030473048,25.398058810665567,355.5728233493179,1
1,1,40.921582004365945,104.94319336424346,0,2,0,0,2.0,104.94319336424346,3976.4154898241686,1
1,1,32.7927152947032,59.94258258642009,1,2,0,1,2.0,59.94258258642009,1857.6170861178814,1
1,0,30.888470733686933,70.4622813342079,0,1,0,1,0.0,70.4622813342079,2106.837064655943,1
3,1,22.0,7.75,1,1,1,0,1.0,23.25,170.5,1
1,0,36.73541381633516,25.624031950623397,0,1,1,0,0.5950318320257815,30.384286606829647,866.863547629441,1
1,1,52.65323006828636,99.999679063154,1,1,1,1,1.6405088487802448,99.999679063154,4932.246851736453,1
1,1,48.81669397543841,161.51851988963887,2,2,0,0,2.0,161.51851988963887,7854.0527942394665,1
1,1,45.95319422260743,180.6237821189634,1,2,0,0,2.0,180.6237821189634,8364.005591888523,1
1,1,22.379773210641638,53.95642119447784,1,1,0,1,1.5696598159624577,53.95642119447784,1205.8416352527584,1
2,0,2.0,26.0,2,3,0,0,1.2658553628397926,52.0,52.0,1
2,0,41.21916497300824,13.247264425214057,2,1,0,0,0.1735188948870574,27.869666092408043,544.0088706811711,1
1,1,33.88657601139062,97.3352680084195,0,1,0,0,1.0,97.3352680084195,3229.0821261721903,1
2,1,41.5106140628104,28.810960036044513,2,4,0,0,2.0,73.26807737259455,1186.9701005184643,1
1,0,49.755674653136154,18.92471990498176,2,1,1,0,1.5965903579335503,31.697442768450163,880.9076716946495,1
1,0,45.199711446222125,28.107660508038947,1,1,1,1,0.0,28.107660508038947,1262.3587592187553,1
1,1,35.231470036123255,186.1083031823843,2,2,0,1,1.0,186.1083031823843,6190.208746795788,1
2,1,26.95792669436101,18.1216525725826,2,2,0,0,2.0,49.055567123086426,472.4340186582817,1
3,0,1.0,20.043362818606845,1,3,0,0,2.7800106836351324,60.13008845582053,20.043362818606845,1
2,1,32.310024215742324,13.759069523257178,1,1,0,0,1.3379951568515358,32.6711456088415,442.04333097910836,1
3,0,23.375582952639945,7.396649480437111,2,1,1,0,0.624417047360056,22.189948441311333,172.80523882292223,1
2,1,29.90601806015913,12.35,1,1,1,0,1.0,24.7,369.33932304296525,1
2,1,31.89140070498087,11.280181739157078,1,1,1,1,1.578280140996174,22.560363478314155,357.4849778378544,1
2,0,18.395365011764163,12.824332136818423,2,2,0,0,0.9640577262032579,25.940245969812917,234.04537712066838,1
1,0,32.481627746145556,72.27936579948545,1,2,0,1,1.0688039637350797,72.27936579948545,2225.2071359966726,1
3,0,29.0,7.888207900936146,0,1,1,0,0.4573553652924234,23.664623702808438,228.75802912714823,1
2,0,3.713458747871716,23.859623756384853,2,3,0,0,1.5730825042565688,47.719247512769705,87.98842247020401,1
3,1,29.0,7.75,1,1,1,0,1.0,23.25,224.75,1
1,1,21.061000499878098,262.39406265621193,0,5,0,1,1.0,262.39406265621193,5526.31844724839,1
3,0,29.0,8.103786667564808,1,1,1,0,0.03734818874921442,24.31136000269443,235.00981335937945,1
3,1,27.354798878680683,7.800820392461761,1,1,1,0,1.1773994393403417,23.40246117738528,213.18557249493546,1
2,0,0.7276305026258021,16.030810225997868,2,3,0,0,3.0,32.061620451995736,11.82121477565236,1
1,1,37.39766563917073,68.65626719572586,2,3,0,1,1.1270605126518847,68.65626719572586,2545.0788185802376,1
3,0,29.0,7.83271301418538,1,1,1,0,0.0,23.49813904255614,227.14867741137604,1
2,1,24.0,26.76999355309861,2,3,0,0,2.0,53.53998710619722,642.4798452743667,1
3,1,29.0,22.550747610218934,0,3,0,0,1.784178972503157,67.6522428306568,653.9716806963492,1
1,0,47.377109524181,52.34520590169889,2,2,0,1,1.2457809516380005,52.34520590169889,2479.8343726372595,1
1,1,24.42673732496884,68.07953125058911,0,1,0,1,3.829305070012464,68.07953125058911,1657.379302887425,1
